Type;Status;Part number;Datasheet;Function;Bop;Brp;TC;Supply current;Supply voltage min;Supply voltage max;Ambient temperature;Package;Sensitive axis;AEC-Q100;Output type;Active pole;Output polarity;ASIL;Specific features;Product page
3-wire;Production;MLX90248ESE-EBA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx90248-datasheet-melexis.pdf;Omnipolar switch;±3.5;±2.5;0;0.0035;1.5 ;3.6;-40 to 85;TSOT-3L;Bz;;Open drain;N & S;Direct;;;https://melexis.com/MLX90248
3-wire;Production;MLX90248ELD-EBA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx90248-datasheet-melexis.pdf;Omnipolar switch;±3.5;±2.5;0;0.0035;1.5 ;3.6;-40 to 85;UTDFN-6;Bz;;Open drain;N & S;Direct;;;https://melexis.com/MLX90248
3-wire;Production;MLX90248ESC-EBA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx90248-datasheet-melexis.pdf;Omnipolar switch;±3.5;±2.5;0;0.0035;1.5;3.6;-40 to 85;SC70;Bz;;Open drain;N & S;Direct;;;https://melexis.com/MLX90248
3-wire;Production;MLX90248ESC-ECA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx90248-datasheet-melexis.pdf;Omnipolar switch;±3.5;±2.5;0;0.0035;1.5;3.6;-40 to 85;SC70;Bz;;Open drain;N & S;Direct;;;https://melexis.com/MLX90248
3-wire;Production;MLX92211LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-ACA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;2.8;-2.8;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-ADA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;13.5;-13.5;-2000;3;2.7;24;-40 to 150;UA;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-ADA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;13.5;-13.5;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-AEA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-AEA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-AFA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;1.5;-1.5;0;3;2.7 ;24;-40 to 150;UA;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-AFA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;1.5;-1.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-AGA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;0;3;2.7 ;24;-40 to 150;UA;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-AGA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;3;-3;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-AHA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;2.4;-2.4;-1100;3;2.7 ;24;-40 to 150;UA;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-AHA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-datasheet-melexis.pdf;Latch;2.4;-2.4;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;A;;https://melexis.com/MLX92211
3-wire;Production;MLX92212LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92212-datasheet-melexis.pdf;Latch;2;-2;0;2.1;2.5 ;5.5;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92212
3-wire;Production;MLX92212LSE-ABA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92212-datasheet-melexis.pdf;Unipolar switch;12;10.5;0;2.1;2.5 ;5.5;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92212
3-wire;Production;MLX92212LSE-ACA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92212-datasheet-melexis.pdf;Unipolar switch;10.1;8.3;-2000;2.1;2.5;5.5;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92212
3-wire;Production;MLX92212LSE-ADA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92212-datasheet-melexis.pdf;Unipolar switch;3;1.9;0;2.1;2.5;5.5;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92212
3-4-wire;Production;MLX92213ELD-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92213-datasheet-melexis.pdf;Latch;2;-2;0;0.036;1.6 ;3.6;-40 to 85;UTDFN-6;Bz;;Push pull;S;;;;https://melexis.com/MLX92213
3-wire;Production;MLX92214LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92214-datasheet-melexis.pdf;Latch;2;-2;0;2.1;2.5 ;5.5;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92214
3-wire;Production;MLX92214KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92214-datasheet-melexis.pdf;Latch;2;-2;0;2.1;2.5 ;5.5;-40 to 125;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92214
3-wire;Production;MLX92215LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;UA;Bz;;Open Drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;;Open drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LSE-ACA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;;Open drain;N;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LUA-AEA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;UA;Bz;;Open drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LSE-AEA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;;Open drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LSE-AFA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;;Open drain;N;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215KLD-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 125;UTQFN-6;Bz;;Open drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92215LST-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92215-datasheet-melexis.pdf;Latch;3;-3;-1100;3;2.7;24;-40 to 150;TSOT-3L;Bz;;Open drain;S;;;;https://melexis.com/MLX92215
3-wire;Production;MLX92216ELQ-AAC-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;4;2.5;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ESE-AAC-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;4;2.5;0;0.0012;1.6;5.5;-40 to 85;TSOT-3L;Bz;;Push pull;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAC-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;4.9;3.2;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAC-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;2.3;1.3;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAB-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;3.3;2.3;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Open Drain;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAC-101;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Omnipolar switch;±2.8;±1.8;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;N & S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAB-101;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Omnipolar switch;±3;±2;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Open Drain;N & S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-wire;Engineering;MLX92216ELQ-AAC-201;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Latch;1.5;-1.5;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;S;;;Speed output;https://melexis.com/MLX92216-MLX92217
3-4-wire;Engineering;MLX92217ELQ-AAC-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;-2.7;-1.7;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;N;Direct;;;https://melexis.com/MLX92216-MLX92217
3-4-wire;Engineering;MLX92217ELQ-AAC-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Unipolar switch;3.3;2.3;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-4-wire;Engineering;MLX92217ELQ-AAC-101;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Omnipolar switch;±3.6;±2.2;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;N & S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-4-wire;Engineering;MLX92217ELQ-AAC-102;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Omnipolar switch;±3.1;±2.1;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Push pull;N & S;Direct;;;https://melexis.com/MLX92216-MLX92217
3-4-wire;Engineering;MLX92217ELQ-AAB-201;https://media.melexis.com/-/media/files/documents/datasheets/mlx92216-mlx92217-datasheet-melexis.pdf;Latch;-2.3;2.3;0;0.0012;1.6;5.5;-40 to 85;UTDFN-4;Bz;;Open Drain;N;;;;https://melexis.com/MLX92216-MLX92217
2-wire;Production;MLX92221LSE-AAA-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;11.8;-11.8;0;6 | 14;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LSE-AAA-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;6;-6;-2000;6 | 14;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LSE-AAA-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;1.8;-1.8;0;6 | 14;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LUA-AAA-004;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;6;-6;-1100;6 | 14;2.7 ;24;-40 to 150;UA;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LUA-AAA-005;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;1.8;-1.8;0;6 | 14;2.7 ;24;-40 to 150;UA;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LUA-AAA-006;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;0.8;-0.8;0;6 | 14;2.7 ;24;-40 to 150;UA;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92221LUA-AAA-007;https://media.melexis.com/-/media/files/documents/datasheets/mlx92221-datasheet-melexis.pdf;Latch;11.8;-11.8;0;6 | 14;2.7 ;24;-40 to 150;UA;Bz;✔;Current source;S;;;;https://melexis.com/MLX92221
2-wire;Production;MLX92223LUA-AAA-100;https://media.melexis.com/-/media/files/documents/datasheets/mlx92223-datasheet-melexis.pdf;Latch with Resistive Output Characteristic;10;-10;0;6 | IOFF+IR;2.7 ;24;-40 to 150;UA;Bz;✔;Current source;N;;;;https://melexis.com/MLX92223
3-wire;Production;MLX92211LSE-BAA-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;0.5;-0.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-006;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;1.5;-1.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-008;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;7;-7;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-BAA-015;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;0.5;-0.5;0;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-024;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;5;-5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-044;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;-0.5;0.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LUA-BAA-050;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;13.5;-13.5;-2000;3;2.7;24;-40 to 150;UA;Bz;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-202;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;1.5;-1.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-203;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;3;-3;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92211LSE-BAA-205;https://media.melexis.com/-/media/files/documents/datasheets/mlx92211-baa-datasheet-melexis.pdf;Latch;8.8;-8.8;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bx;✔;Open Drain;S;;;;https://melexis.com/MLX92211
3-wire;Production;MLX92231LSE-AAA-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;33;26.4;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-004;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-5.5;-3.7;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-005;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-26;-20;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-007;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;26;20;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-009;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;3.5;2.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-010;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;10;8.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-011;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;40;34;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-012;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;15;12;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-013;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;3.5;2.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-014;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;5.5;3.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-016;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;9.72;8.32;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-017;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;11.7;10.3;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-018;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;16.2;14.2;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-019;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;23;21;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LUA-AAA-020;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;3.5;2.5;0;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-021;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;5.5;3.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-022;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;10;8.5;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-023;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;43;41;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-025;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;50;48;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-026;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;23;21;-2000;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-027;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;3.5;2.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-028;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-3.5;-2.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-029;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;15;14;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-030;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;26;20;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-031;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;-13.5;-8.5;0;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;N;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-032;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;23;21;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-033;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;18;12.5;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LUA-AAA-034;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;5.5;3.5;-1100;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LUA-AAA-035;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;28.2;26;0;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;Inverted;;;https://melexis.com/MLX92231
3-wire;Engineering;MLX92231LSE-AAA-036;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;26;24;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-038;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;27;26;-1100;3;2.7 ;25;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LUA-AAA-039;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;13.5;8.5;0;3;2.7 ;24;-40 to 150;UA;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-040;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;66;50;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
3-wire;Production;MLX92231LSE-AAA-041;https://media.melexis.com/-/media/files/documents/datasheets/mlx92231-datasheet-melexis.pdf;unipolar switch;10.2;8.4;-1100;3;2.7 ;24;-40 to 150;TSOT-3L;Bz;✔;Open Drain;S;Direct;;;https://melexis.com/MLX92231
